"";"Customer_ID";"EstimatedChurnProbability"
"7460";1015005;1
"11629";1023310;0
"19483";1038997;1
"11764";1023575;0
"4492";1008874;1
"20449";1040980;1
"21318";1042743;0
"1861";1003644;0
"16557";1033093;1
"21902";1043868;0
"1850";1003626;1
"5050";1009979;1
"8499";1017034;1
"3349";1006623;0
"6683";1013394;1
"7173";1014423;1
"7981";1016009;0
"5908";1011806;1
"4587";1009063;1
"2819";1005533;0
"15473";1030936;0
"7044";1014146;0
"5201";1010303;0
"10504";1021081;1
"12877";1025790;1
"11676";1023407;0
"2906";1005696;0
"336";1000613;1
"17476";1034931;0
"23029";1046154;1
"3454";1006825;0
"15709";1031422;0
"22201";1044480;0
"13504";1027099;1
"12885";1025807;1
"2580";1005074;1
"24254";1048514;1
"3175";1006262;1
"17807";1035584;1
"24626";1049269;0
"10731";1021500;0
"21733";1043538;0
"22631";1045333;0
"11459";1022932;0
"3983";1007847;1
"9780";1019636;0
"10085";1020221;1
"9294";1018692;1
"7730";1015535;1
"4935";1009756;1
"17665";1035321;0
"21135";1042355;0
"23188";1046477;1
"21189";1042484;0
"21431";1042959;0
"24400";1048807;0
"17512";1035011;1
"19402";1038864;0
"21453";1043003;1
"20456";1040997;0
"20727";1041544;1
"21198";1042503;0
"20160";1040370;1
"19505";1039035;1
"12614";1025280;0
"22226";1044536;0
"22001";1044078;1
"8174";1016369;0
"21959";1044001;1
"2750";1005409;1
"20313";1040703;1
"23906";1047888;0
"22020";1044119;1
"6110";1012216;0
"16674";1033344;1
"2896";1005677;1
"8493";1017021;1
"837";1001591;0
"19491";1039010;0
"18069";1036102;0
"6238";1012451;1
"13343";1026776;1
"19386";1038842;0
"13242";1026543;0
"20728";1041545;1
"5022";1009923;1
"18237";1036434;1
"3430";1006782;1
"16022";1032004;0
"14935";1029906;0
"18741";1037456;1
"13762";1027603;0
"15605";1031207;1
"24668";1049387;1
"14207";1028478;0
"10589";1021237;0
"6167";1012323;1
"2768";1005439;1
"19390";1038847;0
"7866";1015791;0
"21897";1043858;1
"10152";1020334;1
"16519";1033041;0
"14674";1029371;1
"4457";1008807;0
"16364";1032729;0
"11226";1022479;0
"6917";1013875;0
"17415";1034801;1
"1417";1002788;0
"23488";1047077;1
"381";1000692;1
"771";1001479;0
"17126";1034269;0
"24162";1048356;1
"9057";1018194;1
"24834";1049724;1
"14688";1029415;1
"7682";1015449;1
"14506";1029045;1
"14430";1028903;0
"6627";1013286;0
"447";1000828;0
"12317";1024687;1
"12657";1025350;0
"16634";1033259;1
"18541";1037050;1
"5597";1011165;1
"21644";1043358;0
"17686";1035361;0
"1934";1003801;0
"12033";1024146;0
"11757";1023564;0
"22765";1045608;1
"12749";1025540;1
"13675";1027416;0
"24900";1049865;1
"22291";1044641;0
"8621";1017304;1
"79";1000136;0
"1224";1002417;0
"7870";1015797;0
"5903";1011798;1
"21295";1042696;0
"15198";1030404;0
"133";1000246;0
"19499";1039019;0
"23043";1046185;1
"1207";1002383;1
"968";1001890;0
"2876";1005639;0
"9649";1019398;0
"1143";1002247;0
"23002";1046105;1
"4412";1008722;0
"21606";1043281;0
"9932";1019930;1
"19490";1039008;0
"17253";1034499;0
"24539";1049079;1
"15567";1031126;1
"20736";1041562;0
"24893";1049853;1
"21495";1043076;1
"14721";1029493;0
"17610";1035219;0
"3099";1006114;0
"13104";1026262;1
"4013";1007911;1
"6573";1013180;1
"8085";1016198;0
"7362";1014802;0
"21467";1043031;0
"9984";1020031;1
"15150";1030315;0
"1609";1003156;0
"10934";1021906;1
"14233";1028523;1
"12019";1024120;1
"19693";1039395;1
"6585";1013207;1
"24227";1048462;0
"3728";1007357;0
"11833";1023729;0
"10827";1021695;0
"12221";1024524;0
"15920";1031814;1
"4058";1007991;0
"723";1001386;0
"4078";1008032;0
"11073";1022207;0
"19484";1038998;1
"24462";1048934;0
"22040";1044162;0
"1449";1002855;1
"22310";1044688;0
"23967";1047999;0
"1750";1003448;0
"8182";1016384;0
"12022";1024127;0
"4962";1009799;1
"7252";1014584;1
"13636";1027345;1
"11449";1022910;1
"2420";1004752;0
"20009";1040052;0
"21693";1043454;0
"4355";1008594;0
"20198";1040448;0
"22077";1044230;1
"7285";1014654;0
"19973";1039987;1
"1408";1002768;1
"11181";1022393;1
"18886";1037779;1
"4427";1008744;0
"15820";1031625;1
"21819";1043687;1
"21925";1043918;1
"22669";1045403;1
"23398";1046885;0
"11282";1022588;0
"642";1001203;1
"20865";1041836;0
"6124";1012244;1
"18876";1037756;1
"18152";1036263;1
"2924";1005737;1
"15741";1031483;1
"10096";1020236;0
"24111";1048262;1
"14203";1028473;1
"1597";1003135;0
"12360";1024778;1
"22881";1045823;1
"8352";1016707;0
"13873";1027812;1
"17834";1035642;0
"11217";1022458;0
"16569";1033120;1
"9101";1018292;1
"14928";1029894;1
"9589";1019270;1
"1764";1003471;1
"14267";1028598;1
"15563";1031120;0
"18969";1037956;0
"8242";1016495;0
"13351";1026793;0
"15117";1030246;0
"4848";1009577;0
"15730";1031459;0
"14534";1029097;1
"24645";1049327;0
"10652";1021346;0
"4366";1008621;0
"24376";1048761;0
"8412";1016834;0
"11512";1023063;0
"25109";1050272;0
"17987";1035941;1
"18241";1036443;0
"10820";1021682;1
"4980";1009845;0
"13867";1027801;1
"10288";1020614;0
"16186";1032365;0
"21021";1042133;0
"16442";1032899;0
"7611";1015314;1
"10271";1020572;1
"3853";1007610;0
"8163";1016345;0
"17132";1034282;1
"7312";1014702;0
"13750";1027579;0
"18989";1038003;1
"23471";1047044;0
"13231";1026517;1
"11606";1023262;1
"2923";1005734;0
"3542";1006991;1
"22097";1044268;1
"25102";1050260;1
"15414";1030821;0
"9871";1019809;0
"16242";1032490;0
"22683";1045427;1
"12395";1024859;1
"12694";1025438;0
"10994";1022030;0
"2787";1005466;0
"7190";1014452;1
"19096";1038242;0
"2953";1005800;0
"15380";1030758;0
"13382";1026849;0
"19829";1039710;0
"2753";1005412;1
"24504";1049012;0
"16025";1032014;1
"16467";1032939;0
"2554";1005036;1
"13553";1027182;0
"3690";1007274;1
"9070";1018221;1
"10564";1021197;0
"5048";1009977;1
"7762";1015595;1
"23441";1046974;1
"19515";1039054;1
"10200";1020430;0
"16587";1033158;0
"5729";1011434;0
"23194";1046485;1
"24510";1049027;0
"15457";1030910;1
"20921";1041935;1
"12243";1024563;0
"5772";1011514;0
"19651";1039318;0
"9827";1019721;0
"17733";1035453;1
"24720";1049508;1
"4048";1007970;0
"18277";1036515;1
"22920";1045914;0
"18077";1036112;1
"24807";1049678;0
"1190";1002341;0
"2918";1005722;1
"13412";1026909;0
"12188";1024466;1
"13773";1027635;1
"24010";1048081;1
"5433";1010818;0
"2354";1004629;0
"2925";1005744;0
"11412";1022832;0
"218";1000414;0
"6128";1012251;0
"15819";1031624;0
"8763";1017589;1
"15210";1030418;0
"12169";1024422;1
"16739";1033480;0
"24951";1049962;1
"23994";1048050;0
"15424";1030842;1
"10296";1020629;0
"21427";1042951;0
"187";1000359;0
"13271";1026618;1
"19117";1038281;0
"12268";1024606;1
"4548";1008991;0
"18931";1037877;1
"951";1001842;1
"23350";1046800;0
"1327";1002625;0
"2801";1005494;1
"10227";1020477;1
"4805";1009483;0
"12134";1024346;0
"20444";1040973;0
"1467";1002896;0
"24210";1048431;0
"21750";1043563;0
"18517";1037014;1
"18407";1036790;1
"13993";1028067;0
"21334";1042775;0
"18374";1036720;0
"7995";1016040;0
"20859";1041823;1
"4931";1009746;0
"3705";1007318;0
"3901";1007696;0
"16697";1033390;0
"2182";1004297;0
"612";1001144;1
"4767";1009397;0
"14047";1028165;0
"9125";1018350;1
"8809";1017686;1
"557";1001036;1
"20348";1040773;0
"7039";1014139;1
"3733";1007368;0
"15854";1031686;0
"11206";1022435;0
"11315";1022656;0
"16399";1032812;1
"13202";1026459;1
"9781";1019638;0
"4043";1007961;0
"13670";1027405;0
"25070";1050195;1
"16916";1033863;0
"21446";1042986;1
"24236";1048478;0
"12760";1025554;0
"5096";1010084;0
"10520";1021111;0
"1389";1002731;1
"15746";1031492;1
"23558";1047202;1
"1440";1002834;0
"18956";1037922;0
"19502";1039028;0
"11373";1022762;1
"17494";1034969;1
"18358";1036686;1
"18914";1037823;0
"23881";1047841;1
"22041";1044163;1
"1334";1002633;1
"6855";1013748;1
"15642";1031287;1
"502";1000936;0
"20280";1040630;0
"3577";1007063;0
"15802";1031595;1
"20496";1041075;0
"20911";1041919;0
"6010";1012016;0
"18290";1036548;0
"17755";1035489;1
"22222";1044526;1
"4360";1008602;1
"1576";1003098;1
"9399";1018888;0
"16616";1033224;1
"369";1000672;0
"428";1000790;1
"5238";1010400;1
"18228";1036417;0
"11088";1022233;1
"10421";1020897;1
"7884";1015820;0
"21545";1043176;1
"4563";1009019;0
"13145";1026343;0
"7455";1014998;1
"8335";1016670;0
"21995";1044070;1
"8856";1017778;1
"2609";1005118;1
"21370";1042841;0
"23269";1046640;0
"17395";1034762;0
"12352";1024755;0
"3665";1007227;0
"4914";1009713;1
"12642";1025327;1
"23213";1046529;1
"22510";1045078;0
"22644";1045358;1
"5519";1011010;0
"10343";1020725;1
"14214";1028490;1
"3905";1007703;1
"1510";1002981;0
"10362";1020767;0
"23230";1046559;0
"10947";1021949;1
"17137";1034292;0
"12128";1024331;1
"21056";1042208;1
"20758";1041601;0
"9534";1019159;0
"24933";1049927;0
"24964";1049991;0
"8064";1016158;0
"6694";1013411;0
"6323";1012613;0
"10065";1020187;1
"15387";1030766;1
"10961";1021974;1
"17810";1035590;1
"10707";1021448;0
"10542";1021146;0
"24048";1048156;0
"22497";1045049;1
"23947";1047964;0
"13182";1026410;1
"16756";1033522;0
"7706";1015483;1
"24812";1049685;1
"15846";1031671;0
"21168";1042437;1
"22737";1045549;1
"6699";1013421;1
"1525";1003007;1
"7129";1014325;1
"20476";1041043;0
"4020";1007922;1
"24580";1049184;0
"11151";1022335;0
"4843";1009566;0
"17231";1034453;0
"981";1001936;1
"20805";1041710;0
"3825";1007556;1
"8699";1017476;1
"10384";1020819;0
"12133";1024343;0
"18092";1036143;0
"13243";1026547;0
"13744";1027566;0
"12046";1024166;1
"297";1000546;1
"7166";1014414;1
"19947";1039934;0
"25036";1050122;1
"18233";1036429;0
"6912";1013868;1
"21350";1042809;0
"6575";1013183;0
"3164";1006245;0
"1250";1002474;0
"18871";1037746;0
"16885";1033805;1
"6703";1013426;1
"20017";1040069;1
"18986";1037995;0
"17739";1035465;0
"3974";1007832;1
"22643";1045356;1
"24600";1049228;1
"5512";1010999;1
"16786";1033597;1
"12049";1024170;0
"7150";1014373;1
"14579";1029192;0
"2343";1004612;1
"17194";1034388;1
"14261";1028586;0
"14997";1030023;0
"1789";1003520;0
"24234";1048472;0
"3025";1005970;1
"16942";1033912;1
"982";1001938;0
"24712";1049492;0
"4468";1008827;0
"19897";1039852;1
"16534";1033061;1
"13390";1026865;1
"23123";1046337;0
"7904";1015853;0
"12501";1025054;0
"4372";1008628;1
"24182";1048387;0
"8761";1017586;1
"11280";1022586;1
"6501";1013026;1
"23337";1046778;1
"15426";1030844;1
"15760";1031520;1
"2852";1005594;0
"2842";1005576;1
"24417";1048840;0
"20841";1041772;1
"1512";1002983;1
"15047";1030122;0
"14136";1028344;1
"15129";1030271;1
"14401";1028848;0
"20172";1040395;1
"16393";1032800;0
"14448";1028936;0
"777";1001492;1
"13168";1026393;1
"1019";1002016;1
"21906";1043879;1
"10666";1021377;0
"7117";1014301;1
"15132";1030276;1
"11080";1022220;0
"7174";1014424;0
"6348";1012675;1
"24763";1049574;1
"19351";1038765;1
"19312";1038690;1
"4542";1008980;1
"3548";1007002;0
"3961";1007804;0
"6568";1013165;1
"8909";1017895;1
"6918";1013877;1
"24135";1048307;0
"24500";1049006;1
"7847";1015749;1
"12682";1025415;1
"5067";1010023;1
"23736";1047574;1
"9842";1019752;1
"8369";1016751;1
"2438";1004781;0
"24692";1049443;0
"7603";1015297;1
"14996";1030022;1
"21769";1043598;0
"2407";1004733;0
"16498";1033003;0
"9533";1019157;1
"13368";1026819;0
"23357";1046813;0
"9938";1019938;1
"16214";1032425;1
"20571";1041236;0
"22145";1044370;1
"2697";1005299;1
"15243";1030482;1
"20322";1040719;0
"3662";1007221;1
"24358";1048715;1
"7486";1015062;1
"10554";1021173;1
"13452";1026983;0
"7387";1014845;0
"17734";1035456;1
"2967";1005838;0
"24357";1048714;1
"2221";1004361;1
"9874";1019812;1
"22810";1045693;1
"24460";1048928;1
"11614";1023276;0
"1630";1003204;0
"950";1001841;0
"10637";1021319;1
"2790";1005470;0
"10593";1021244;0
"21707";1043484;1
"18518";1037016;0
"15479";1030946;0
"10517";1021103;0
"13788";1027662;1
"2092";1004121;1
"3301";1006516;0
"18176";1036311;1
"9711";1019530;1
"23510";1047119;0
"22514";1045090;1
"16233";1032461;1
"4055";1007987;0
"19730";1039480;0
"1610";1003159;0
"6802";1013639;1
"12782";1025595;1
"6798";1013633;1
"4081";1008041;0
"3885";1007664;0
"9017";1018109;0
"14406";1028856;1
"9950";1019969;1
"6318";1012602;0
"22306";1044681;1
"14616";1029261;1
"7838";1015730;1
"21776";1043612;0
"22686";1045432;0
"11359";1022733;0
"14131";1028336;0
"10102";1020252;0
"5184";1010271;1
"15969";1031902;1
"16836";1033699;0
"16870";1033762;1
"1223";1002416;1
"7474";1015034;0
"21045";1042186;0
"4917";1009717;1
"1898";1003741;1
"5203";1010306;1
"20709";1041508;1
"12931";1025890;0
"16669";1033330;0
"10804";1021648;0
"19121";1038298;0
"24689";1049436;0
"22716";1045501;1
"11253";1022539;1
"19958";1039955;0
"8432";1016885;0
"13256";1026581;1
"15224";1030441;1
"1989";1003912;0
"9458";1019006;1
"19584";1039182;1
"2026";1003977;0
"9508";1019102;0
"16834";1033692;1
"20820";1041739;0
"11680";1023414;1
"23394";1046875;1
"22729";1045529;0
"22443";1044936;0
"6888";1013822;0
"14402";1028849;0
"23830";1047756;0
"19342";1038748;0
"22891";1045848;1
"8244";1016497;0
"3254";1006423;0
"12884";1025802;1
"7658";1015407;1
"3169";1006253;0
"7198";1014465;0
"6023";1012041;0
"17517";1035017;1
"12991";1026030;0
"22276";1044614;1
"8607";1017277;1
"263";1000492;1
"10052";1020162;1
"15789";1031570;1
"22867";1045797;0
"4718";1009310;1
"3325";1006568;1
"23999";1048059;1
"1530";1003018;1
"13479";1027046;1
"14245";1028551;0
"16998";1034008;0
"22022";1044125;1
"8331";1016662;0
"12299";1024659;0
"4675";1009220;0
"13650";1027367;1
"10197";1020424;0
"12123";1024323;0
"24141";1048316;0
"3518";1006943;0
"13384";1026855;0
"20851";1041800;0
"14169";1028404;1
"22786";1045651;0
"13316";1026730;1
"5360";1010656;0
"19568";1039154;0
"7030";1014124;0
"19034";1038103;1
"24789";1049636;1
"20040";1040118;1
"23072";1046237;0
"1908";1003755;0
"15443";1030885;0
"4609";1009105;0
"17058";1034133;1
"22192";1044457;1
"24157";1048346;0
"19697";1039403;1
"11932";1023941;1
"14291";1028637;0
"17580";1035149;0
"2974";1005851;1
"18845";1037684;0
"15991";1031940;0
"17341";1034663;0
"6990";1014024;0
"24946";1049949;0
"4499";1008888;0
"24813";1049686;1
"6707";1013435;1
"15485";1030957;0
"22943";1045960;0
"7690";1015462;1
"11001";1022049;0
"6292";1012554;1
"18858";1037713;1
"20605";1041300;0
"23439";1046971;0
"1407";1002767;0
"16483";1032978;0
"18607";1037187;1
"5522";1011013;1
"3771";1007450;1
"14822";1029684;1
"6908";1013859;0
"22711";1045487;0
"5762";1011492;1
"24628";1049275;0
"9571";1019234;1
"23586";1047253;1
"20038";1040114;0
"1840";1003605;0
"1507";1002976;0
"1824";1003579;0
"1328";1002626;0
"13802";1027690;1
"758";1001458;0
"4613";1009115;1
"141";1000263;0
"14228";1028516;1
"6416";1012811;0
"23026";1046145;1
"20765";1041618;0
"220";1000416;0
"6175";1012336;0
"5834";1011642;1
"6837";1013702;1
"18474";1036928;1
"23582";1047247;0
"1291";1002554;1
"13179";1026407;1
"23195";1046490;0
"13246";1026552;1
"20535";1041155;0
"22997";1046092;1
"1497";1002959;1
"10884";1021811;1
"6828";1013681;1
"7009";1014079;0
"6987";1014018;1
"12775";1025581;0
"4612";1009114;1
"13825";1027735;0
"15659";1031333;0
"22253";1044581;0
"19366";1038801;1
"24230";1048466;1
"21762";1043588;1
"21745";1043553;0
"16046";1032049;0
"17680";1035351;1
"2668";1005235;0
"7550";1015192;1
"1817";1003570;1
"22569";1045211;0
"24501";1049007;1
"374";1000679;1
"7473";1015033;1
"9248";1018601;1
"21325";1042752;1
"9432";1018955;0
"8296";1016590;1
"14375";1028797;0
"24526";1049055;0
"18626";1037223;0
"1124";1002210;0
"20562";1041213;1
"11251";1022534;0
"16683";1033367;0
"10767";1021570;0
"14717";1029487;0
"4334";1008547;0
"23614";1047314;1
"8837";1017735;0
"16227";1032449;1
"1391";1002736;0
"19068";1038175;0
"17342";1034667;0
"4876";1009642;0
"10761";1021560;0
"22049";1044179;0
"22082";1044243;1
"245";1000462;1
"14200";1028465;0
"13653";1027372;1
"1245";1002464;0
"9777";1019633;1
"9863";1019793;1
"23132";1046356;1
"17019";1034058;0
"2841";1005575;0
"7228";1014525;1
"2745";1005397;0
"18343";1036664;0
"22973";1046039;0
"2698";1005301;1
"8759";1017584;0
"20180";1040407;1
"6146";1012280;0
"22094";1044263;0
"3579";1007067;0
"1595";1003129;1
"23727";1047546;1
"8483";1017002;1
"23721";1047532;1
"2";1000002;0
"8319";1016634;0
"4924";1009735;0
"12065";1024206;1
"20079";1040192;1
"871";1001676;0
"6930";1013903;1
"6900";1013849;1
"22904";1045874;0
"22594";1045260;0
"15776";1031546;1
"22140";1044358;1
"21080";1042247;0
"10179";1020394;1
"6391";1012766;0
"24140";1048315;0
"22258";1044591;1
"11046";1022152;0
"11467";1022946;0
"19642";1039302;1
"3251";1006417;1
"12516";1025084;1
"16361";1032725;1
"13517";1027118;1
"16579";1033140;0
"11763";1023574;1
"20305";1040684;1
"14435";1028915;0
"2907";1005703;0
"17263";1034519;0
"20291";1040655;0
"15940";1031849;0
"10894";1021827;0
"13428";1026938;1
"5181";1010265;0
"567";1001049;0
"9353";1018803;0
"18735";1037442;0
"7015";1014087;0
"7422";1014916;1
"13986";1028053;1
"25054";1050161;1
"4370";1008626;0
"4964";1009803;0
"10575";1021215;0
"7091";1014253;0
"1705";1003353;0
"16621";1033234;0
"19746";1039523;1
"23645";1047375;0
"22177";1044433;0
"4382";1008657;0
"4620";1009128;0
"17928";1035837;1
"12001";1024093;1
"96";1000169;0
"10115";1020278;1
"7186";1014445;0
"15237";1030469;0
"22345";1044760;0
"15555";1031102;1
"20862";1041830;1
"1714";1003372;1
"1196";1002357;0
"17874";1035734;1
"22565";1045198;1
"18611";1037192;0
"4008";1007895;0
"10871";1021784;1
"5817";1011608;1
"2665";1005224;1
"1259";1002495;0
"18827";1037645;1
"42";1000066;0
"15145";1030302;1
"22173";1044425;0
"13735";1027548;1
"217";1000412;0
"15061";1030151;1
"4669";1009213;1
"11024";1022094;0
"23396";1046883;0
"3787";1007476;0
"14495";1029016;1
"3450";1006817;1
"15093";1030209;0
"21972";1044025;0
"1132";1002226;0
"24821";1049700;1
"4067";1008010;1
"10981";1022006;1
"24129";1048298;1
"2648";1005193;0
"11076";1022211;0
"21792";1043638;1
"19486";1039003;0
"6115";1012224;1
"15900";1031779;1
"8581";1017223;1
"24214";1048440;1
"9836";1019737;0
"11516";1023079;0
"9915";1019889;0
"5954";1011904;1
"743";1001431;0
"20503";1041092;0
"7450";1014981;0
"16156";1032294;1
"18438";1036842;0
"18821";1037629;1
"11742";1023532;1
"23156";1046410;0
"7086";1014243;1
"9681";1019465;0
"1462";1002890;1
"13583";1027231;1
"1373";1002709;0
"22461";1044967;0
"20111";1040273;0
"19198";1038459;1
"11174";1022382;1
"12334";1024722;0
"11915";1023901;1
"6185";1012355;0
"23452";1047004;1
"15270";1030542;0
"11789";1023629;0
"20652";1041403;0
"5994";1011976;0
"18127";1036223;0
"17453";1034892;0
"9274";1018658;0
"19228";1038524;0
"7058";1014176;1
"525";1000977;0
"5488";1010944;1
"8147";1016324;0
"6007";1012008;0
"11374";1022763;0
"24190";1048400;1
"12241";1024560;1
"3023";1005963;0
"3359";1006644;0
"18192";1036347;0
"20100";1040252;1
"3711";1007328;1
"15064";1030155;0
"10337";1020713;1
"20458";1041000;0
"9348";1018793;1
"6496";1013015;0
"1773";1003490;1
"10681";1021407;1
"21474";1043043;1
"3155";1006226;1
"8805";1017675;1
"22171";1044423;1
"23222";1046546;0
"17127";1034270;1
"13840";1027758;0
"22023";1044128;1
"18298";1036563;0
"18442";1036850;1
"17984";1035933;0
"14490";1029006;1
"5216";1010344;1
"6345";1012668;1
"18585";1037149;0
"19775";1039590;0
"6510";1013045;1
"22399";1044856;1
"9395";1018878;1
"9528";1019147;1
"14651";1029328;0
"15244";1030483;0
"13686";1027434;0
"12853";1025724;1
"3694";1007282;0
"10160";1020347;1
"13203";1026461;0
"18357";1036683;1
"345";1000627;0
"4689";1009240;0
"3970";1007823;1
"4207";1008283;1
"21847";1043752;0
"5034";1009949;0
"22274";1044612;1
"4282";1008435;0
"6705";1013428;0
"299";1000550;1
"25009";1050074;0
"16803";1033629;1
"22772";1045624;0
"14630";1029292;1
"4408";1008710;1
"9372";1018833;0
"6581";1013194;0
"23613";1047312;1
"13797";1027685;1
"162";1000303;1
"24033";1048127;0
"21592";1043260;0
"9389";1018867;0
"9044";1018164;0
"1695";1003335;1
"8842";1017746;0
"8753";1017573;1
"20165";1040381;1
"4409";1008715;0
"10116";1020279;0
"13491";1027068;0
"14465";1028964;1
"1359";1002682;0
"19612";1039237;1
"10941";1021926;0
"15384";1030763;0
"11036";1022129;0
"8854";1017773;0
"5185";1010272;0
"12427";1024918;0
"16109";1032195;0
"9732";1019565;0
"1364";1002690;0
"422";1000774;1
"4894";1009679;1
"4198";1008266;1
"4483";1008857;0
"7219";1014506;1
"4229";1008340;0
"12774";1025579;1
"2445";1004797;1
"1982";1003903;0
"16500";1033008;0
"8500";1017035;1
"6616";1013263;0
"8851";1017767;1
"24315";1048634;1
"3166";1006247;1
"15496";1030977;0
"15542";1031073;0
"21974";1044027;1
"21578";1043235;0
"10642";1021326;0
"4182";1008231;0
"22213";1044503;1
"3186";1006279;1
"19745";1039521;0
"14279";1028618;0
"18990";1038004;1
"7763";1015597;1
"3934";1007751;0
"16691";1033382;1
"2232";1004389;1
"19237";1038541;0
"8857";1017779;0
"14065";1028197;1
"8726";1017522;0
"15157";1030328;0
"1460";1002887;0
"21228";1042555;1
"16266";1032541;1
"3842";1007588;1
"17204";1034406;0
"22779";1045638;1
"18669";1037310;1
"13293";1026664;1
"16824";1033668;1
"4574";1009032;0
"2832";1005564;1
"25081";1050222;1
"24044";1048148;1
"13010";1026075;0
"19796";1039637;0
"11019";1022083;1
"22989";1046072;1
"16102";1032185;1
"15089";1030202;1
"7130";1014328;0
"15840";1031661;0
"3194";1006292;0
"20786";1041674;1
"15793";1031581;0
"11242";1022510;0
"20275";1040612;0
"23732";1047559;0
"1465";1002894;1
"9894";1019850;1
"14984";1029995;1
"5404";1010749;0
"7301";1014680;0
"14014";1028109;0
"21963";1044010;0
"22856";1045775;0
"13508";1027104;0
"12463";1024987;1
"20211";1040471;1
"11138";1022311;1
"15233";1030462;0
"12323";1024701;1
"21521";1043128;1
"10812";1021665;1
"19493";1039012;0
"4378";1008643;1
"19212";1038481;0
"18345";1036666;1
"17776";1035527;1
"9123";1018348;0
"6961";1013966;0
"15601";1031202;0
"10939";1021922;1
"23349";1046798;1
"21329";1042764;0
"16288";1032582;1
"14821";1029682;0
"10574";1021214;0
"3307";1006525;0
"16287";1032579;0
"11278";1022584;0
"19395";1038855;0
"6556";1013131;0
"15928";1031832;0
"7801";1015663;0
"5361";1010657;0
"23542";1047175;1
"8228";1016472;0
"21780";1043618;0
"11483";1022985;0
"12428";1024923;1
"16840";1033707;0
"15361";1030718;1
"16985";1033982;0
"6684";1013395;1
"2860";1005612;1
"18638";1037248;0
"7388";1014847;1
"2591";1005094;0
"9930";1019924;0
"3489";1006894;0
"13342";1026774;1
"11975";1024036;0
"4659";1009188;0
"11777";1023610;0
"16180";1032349;1
"6086";1012163;0
"16123";1032225;1
"12343";1024736;1
"1853";1003629;1
"20463";1041011;0
"15262";1030521;0
"19736";1039495;0
"9776";1019631;1
"24046";1048152;0
"6429";1012839;0
"16776";1033562;0
"4038";1007955;1
"14968";1029969;0
"8106";1016237;0
"11304";1022635;1
"13322";1026739;1
"6515";1013052;1
"4728";1009325;1
"10772";1021582;0
"13602";1027271;0
"5603";1011174;1
"965";1001878;1
"14539";1029104;0
"14769";1029598;0
"16506";1033018;0
"3011";1005939;0
"6201";1012380;1
"23294";1046681;0
"10043";1020144;1
"1068";1002112;1
"6208";1012391;1
"5577";1011119;1
"17781";1035533;0
"12817";1025658;1
"22892";1045850;1
"9822";1019708;0
"21288";1042679;1
"988";1001955;1
"8895";1017856;0
"6241";1012459;1
"18691";1037365;1
"14599";1029233;1
"8404";1016821;1
"5497";1010972;0
"21463";1043024;1
"14508";1029047;1
"15364";1030721;0
"18704";1037391;1
"6682";1013390;0
"23973";1048012;0
"2644";1005187;0
"11630";1023311;0
"8037";1016114;1
"7345";1014765;1
"1387";1002728;0
"1499";1002962;1
"22815";1045698;0
"14520";1029071;0
"2576";1005068;1
"13641";1027354;1
"21835";1043720;1
"11678";1023410;1
"5025";1009929;0
"5720";1011407;0
"21257";1042618;0
"944";1001828;0
"4517";1008923;0
"143";1000267;1
"16730";1033466;1
"24916";1049895;1
"11751";1023549;0
"6602";1013243;1
"20962";1042005;0
"19844";1039737;1
"12524";1025099;1
"22931";1045937;0
"5465";1010886;1
"9241";1018586;1
"6513";1013048;0
"17190";1034382;0
"18411";1036794;1
"11435";1022883;0
"6739";1013503;1
"15844";1031668;0
"15451";1030896;1
"4700";1009266;0
"14689";1029418;0
"11744";1023534;1
"19276";1038610;1
"4403";1008698;0
"11820";1023704;0
"14863";1029772;0
"21313";1042734;1
"18771";1037525;1
"18205";1036373;1
"2286";1004496;1
"7620";1015327;1
"17067";1034148;0
"16993";1033995;0
"11212";1022452;0
"22174";1044427;1
"13513";1027109;1
"22315";1044695;1
"1029";1002036;1
"14555";1029147;1
"1867";1003659;0
"23508";1047112;0
"15925";1031822;0
"69";1000118;0
"7527";1015149;0
"35";1000056;1
"10653";1021347;1
"19111";1038266;0
"1752";1003451;0
"8584";1017228;0
"4227";1008332;1
"15855";1031688;0
"20936";1041967;1
"12558";1025160;0
"12638";1025321;1
"20000";1040038;0
"21731";1043534;0
"1236";1002444;0
"8137";1016304;1
"9572";1019236;1
"4682";1009233;1
"16108";1032194;0
"7511";1015120;0
"14390";1028825;1
"833";1001583;0
"17373";1034725;1
"1826";1003584;1
"21153";1042396;1
"24993";1050049;1
"7441";1014969;1
"15322";1030643;1
"20839";1041769;0
"2726";1005351;1
"315";1000576;0
"7081";1014234;1
"2758";1005425;0
"21378";1042852;1
"19165";1038397;1
"22472";1044990;1
"8689";1017454;1
"2491";1004903;0
"19615";1039246;0
"24708";1049484;0
"24503";1049010;0
"14598";1029232;0
"4583";1009055;1
"23367";1046831;0
"18631";1037234;1
"7842";1015736;0
"5871";1011739;0
"7855";1015772;0
"8079";1016189;1
"21283";1042673;1
"5246";1010418;0
"8090";1016205;0
"2388";1004692;1
"7295";1014672;0
"23327";1046755;1
"6972";1013987;1
"9108";1018305;0
"4856";1009599;0
"20235";1040536;0
"15400";1030795;0
"20954";1041994;1
"4536";1008965;1
"5969";1011931;0
"7698";1015470;0
"4592";1009076;1
"11232";1022489;1
"6012";1012020;1
"16302";1032608;1
